"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"441","210328 CU vs AZ St 3-0s1","AZ St","CU","21S","FALSE","FALSE",5,0,9,0,6,26,2,14,34
"442","210328 CU vs AZ St 3-0s1","CU","AZ St","CU 21S","TRUE","TRUE",5,0,9,0,6,26,2,14,34
"443","210328 CU vs AZ St 3-0s2","AZ St","CU","21S","FALSE","FALSE",7,0,4,0,5,29,7,11,41
"444","210328 CU vs AZ St 3-0s2","CU","AZ St","CU 21S","TRUE","TRUE",7,0,4,0,5,29,7,11,41
"445","210328 CU vs AZ St 3-0s3","AZ St","CU","21S","FALSE","FALSE",4,0,9,1,4,27,5,14,36
"446","210328 CU vs AZ St 3-0s3","CU","AZ St","CU 21S","TRUE","TRUE",4,0,9,1,4,27,5,14,36
"447","210401 CU @ USC 1-3s1","CU","USC","CU 21S","FALSE","TRUE",9,0,7,0,2,29,3,16,34
"448","210401 CU @ USC 1-3s1","USC","CU","21S","TRUE","FALSE",9,0,7,0,2,29,3,16,34
"449","210401 CU @ USC 1-3s2","CU","USC","CU 21S","FALSE","FALSE",2,0,8,0,1,27,5,10,33
"450","210401 CU @ USC 1-3s2","USC","CU","21S","TRUE","TRUE",2,0,8,0,1,27,5,10,33
"451","210401 CU @ USC 1-3s3","CU","USC","CU 21S","FALSE","FALSE",7,1,6,0,2,23,6,14,31
"452","210401 CU @ USC 1-3s3","USC","CU","21S","TRUE","TRUE",7,1,6,0,2,23,6,14,31
"453","210401 CU @ USC 1-3s4","CU","USC","CU 21S","FALSE","FALSE",7,1,6,0,0,29,3,14,32
"454","210401 CU @ USC 1-3s4","USC","CU","21S","TRUE","TRUE",7,1,6,0,0,29,3,14,32
"455","210403 CU @ USC 0-3s1","CU","USC","CU 21S","FALSE","FALSE",4,0,7,0,1,26,7,11,34
"456","210403 CU @ USC 0-3s1","USC","CU","21S","TRUE","TRUE",4,0,7,0,1,26,7,11,34
"457","210403 CU @ USC 0-3s2","CU","USC","CU 21S","FALSE","FALSE",8,1,3,0,3,24,2,12,29
"458","210403 CU @ USC 0-3s2","USC","CU","21S","TRUE","TRUE",8,1,3,0,3,24,2,12,29
"459","210403 CU @ USC 0-3s3","CU","USC","CU 21S","FALSE","FALSE",4,2,9,0,7,21,6,15,34
"460","210403 CU @ USC 0-3s3","USC","CU","21S","TRUE","TRUE",4,2,9,0,7,21,6,15,34
"461","210828 CU @ UNCC 3-0s1","CU","UNCC","CU 21","TRUE","TRUE",1,0,4,0,3,33,3,5,39
"462","210828 CU @ UNCC 3-0s1","UNCC","CU","21","FALSE","FALSE",1,0,4,0,3,33,3,5,39
"463","210828 CU @ UNCC 3-0s2","CU","UNCC","CU 21","TRUE","TRUE",5,1,7,0,2,15,2,13,19
"464","210828 CU @ UNCC 3-0s2","UNCC","CU","21","FALSE","FALSE",5,1,7,0,2,15,2,13,19
"465","210828 CU @ UNCC 3-0s3","CU","UNCC","CU 21","TRUE","TRUE",6,0,1,1,5,24,10,8,39
"466","210828 CU @ UNCC 3-0s3","UNCC","CU","21","FALSE","FALSE",6,0,1,1,5,24,10,8,39
"467","210828 CU vs Xav 3-1s1","CU","Xavier","CU 21","TRUE","TRUE",6,2,5,0,3,24,8,13,35
"468","210828 CU vs Xav 3-1s1","Xavier","CU","21","FALSE","FALSE",6,2,5,0,3,24,8,13,35
"469","210828 CU vs Xav 3-1s2","CU","Xavier","CU 21","TRUE","FALSE",2,1,5,0,1,34,5,8,40
"470","210828 CU vs Xav 3-1s2","Xavier","CU","21","FALSE","TRUE",2,1,5,0,1,34,5,8,40
"471","210828 CU vs Xav 3-1s3","CU","Xavier","CU 21","TRUE","TRUE",6,2,6,0,2,24,3,14,29
"472","210828 CU vs Xav 3-1s3","Xavier","CU","21","FALSE","FALSE",6,2,6,0,2,24,3,14,29
"473","210828 CU vs Xav 3-1s4","CU","Xavier","CU 21","TRUE","TRUE",1,0,9,0,4,29,4,10,37
"474","210828 CU vs Xav 3-1s4","Xavier","CU","21","FALSE","FALSE",1,0,9,0,4,29,4,10,37
"475","210903 CU vs IA 3-1s1","CU","IA","CU 21","TRUE","TRUE",4,1,9,0,5,16,5,14,26
"476","210903 CU vs IA 3-1s1","IA","CU","21","FALSE","FALSE",4,1,9,0,5,16,5,14,26
"477","210903 CU vs IA 3-1s2","CU","IA","CU 21","TRUE","TRUE",3,0,7,0,3,29,5,10,37
"478","210903 CU vs IA 3-1s2","IA","CU","21","FALSE","FALSE",3,0,7,0,3,29,5,10,37
"479","210903 CU vs IA 3-1s3","CU","IA","CU 21","TRUE","FALSE",2,1,10,2,1,27,5,15,33
"480","210903 CU vs IA 3-1s3","IA","CU","21","FALSE","TRUE",2,1,10,2,1,27,5,15,33
"481","210903 CU vs IA 3-1s4","CU","IA","CU 21","TRUE","TRUE",3,0,8,0,3,24,2,11,29
"482","210903 CU vs IA 3-1s4","IA","CU","21","FALSE","FALSE",3,0,8,0,3,24,2,11,29
"483","210904 CU @ IL 3-2s1","CU","IL","CU 21","TRUE","TRUE",5,3,8,0,5,21,4,16,30
"484","210904 CU @ IL 3-2s1","IL","CU","21","FALSE","FALSE",5,3,8,0,5,21,4,16,30
"485","210904 CU @ IL 3-2s2","CU","IL","CU 21","TRUE","TRUE",4,0,11,0,2,24,2,15,28
"486","210904 CU @ IL 3-2s2","IL","CU","21","FALSE","FALSE",4,0,11,0,2,24,2,15,28
"487","210904 CU @ IL 3-2s3","CU","IL","CU 21","TRUE","FALSE",2,0,8,0,7,22,2,10,31
"488","210904 CU @ IL 3-2s3","IL","CU","21","FALSE","TRUE",2,0,8,0,7,22,2,10,31
"489","210904 CU @ IL 3-2s4","CU","IL","CU 21","TRUE","FALSE",2,1,11,0,2,22,9,14,33
"490","210904 CU @ IL 3-2s4","IL","CU","21","FALSE","TRUE",2,1,11,0,2,22,9,14,33
"491","210904 CU @ IL 3-2s5","CU","IL","CU 21","TRUE","TRUE",2,0,3,0,1,23,5,5,29
"492","210904 CU @ IL 3-2s5","IL","CU","21","FALSE","FALSE",2,0,3,0,1,23,5,5,29
"493","210910 CU vs SJSU 3-0s1","CU","SJSU","CU 21","TRUE","TRUE",3,1,8,0,2,17,5,12,24
"494","210910 CU vs SJSU 3-0s1","SJSU","CU","21","FALSE","FALSE",3,1,8,0,2,17,5,12,24
"495","210910 CU vs SJSU 3-0s2","CU","SJSU","CU 21","TRUE","TRUE",4,0,7,0,2,25,8,11,35
"496","210910 CU vs SJSU 3-0s2","SJSU","CU","21","FALSE","FALSE",4,0,7,0,2,25,8,11,35
"497","210910 CU vs SJSU 3-0s3","CU","SJSU","CU 21","TRUE","TRUE",2,0,6,0,1,22,5,8,28
"498","210910 CU vs SJSU 3-0s3","SJSU","CU","21","FALSE","FALSE",2,0,6,0,1,22,5,8,28
"499","210910 CU vs TX Tech 3-1s1","CU","TX Tech","CU 21","TRUE","TRUE",3,0,4,0,1,45,7,7,53
"500","210910 CU vs TX Tech 3-1s1","TX Tech","CU","21","FALSE","FALSE",3,0,4,0,1,45,7,7,53
"501","210910 CU vs TX Tech 3-1s2","CU","TX Tech","CU 21","TRUE","TRUE",6,1,7,0,1,27,4,14,32
"502","210910 CU vs TX Tech 3-1s2","TX Tech","CU","21","FALSE","FALSE",6,1,7,0,1,27,4,14,32
"503","210910 CU vs TX Tech 3-1s3","CU","TX Tech","CU 21","TRUE","FALSE",1,0,5,0,1,33,3,6,37
"504","210910 CU vs TX Tech 3-1s3","TX Tech","CU","21","FALSE","TRUE",1,0,5,0,1,33,3,6,37
"505","210910 CU vs TX Tech 3-1s4","CU","TX Tech","CU 21","TRUE","TRUE",5,0,2,1,2,26,3,8,31
"506","210910 CU vs TX Tech 3-1s4","TX Tech","CU","21","FALSE","FALSE",5,0,2,1,2,26,3,8,31
"507","210911 CU vs UNCO 3-1s1","CU","UNCO","CU 21","TRUE","FALSE",5,0,9,0,1,25,7,14,33
"508","210911 CU vs UNCO 3-1s1","UNCO","CU","21","FALSE","TRUE",5,0,9,0,1,25,7,14,33
"509","210911 CU vs UNCO 3-1s2","CU","UNCO","CU 21","TRUE","TRUE",3,0,7,1,1,27,3,11,31
"510","210911 CU vs UNCO 3-1s2","UNCO","CU","21","FALSE","FALSE",3,0,7,1,1,27,3,11,31
"511","210911 CU vs UNCO 3-1s3","CU","UNCO","CU 21","TRUE","TRUE",2,0,5,1,3,29,4,8,36
"512","210911 CU vs UNCO 3-1s3","UNCO","CU","21","FALSE","FALSE",2,0,5,1,3,29,4,8,36
"513","210911 CU vs UNCO 3-1s4","CU","UNCO","CU 21","TRUE","TRUE",2,1,5,0,2,25,8,8,35
"514","210911 CU vs UNCO 3-1s4","UNCO","CU","21","FALSE","FALSE",2,1,5,0,2,25,8,8,35
"515","210916 CU vs CO St 3-1s1","CO St","CU","21","FALSE","TRUE",3,0,7,0,1,28,8,10,37
"516","210916 CU vs CO St 3-1s1","CU","CO St","CU 21","TRUE","FALSE",3,0,7,0,1,28,8,10,37
"517","210916 CU vs CO St 3-1s2","CO St","CU","21","FALSE","FALSE",3,1,6,0,1,28,4,10,33
"518","210916 CU vs CO St 3-1s2","CU","CO St","CU 21","TRUE","TRUE",3,1,6,0,1,28,4,10,33
"519","210916 CU vs CO St 3-1s3","CO St","CU","21","FALSE","FALSE",4,1,8,0,1,27,3,13,31
"520","210916 CU vs CO St 3-1s3","CU","CO St","CU 21","TRUE","TRUE",4,1,8,0,1,27,3,13,31
"521","210916 CU vs CO St 3-1s4","CO St","CU","21","FALSE","FALSE",5,0,11,0,3,24,2,16,29
"522","210916 CU vs CO St 3-1s4","CU","CO St","CU 21","TRUE","TRUE",5,0,11,0,3,24,2,16,29
"523","210918 CU @ CO St 3-0s1","CO St","CU","21","FALSE","FALSE",7,0,8,0,2,28,3,15,33
"524","210918 CU @ CO St 3-0s1","CU","CO St","CU 21","TRUE","TRUE",7,0,8,0,2,28,3,15,33
"525","210918 CU @ CO St 3-0s2","CO St","CU","21","FALSE","FALSE",3,1,11,0,2,29,6,15,37
"526","210918 CU @ CO St 3-0s2","CU","CO St","CU 21","TRUE","TRUE",3,1,11,0,2,29,6,15,37
"527","210918 CU @ CO St 3-0s3","CO St","CU","21","FALSE","FALSE",1,1,6,0,4,28,7,8,39
"528","210918 CU @ CO St 3-0s3","CU","CO St","CU 21","TRUE","TRUE",1,1,6,0,4,28,7,8,39
"529","210922 CU @ WA St 0-3s1","CU","WA St","CU 21","FALSE","FALSE",5,1,3,0,5,28,2,9,35
"530","210922 CU @ WA St 0-3s1","WA St","CU","21","TRUE","TRUE",5,1,3,0,5,28,2,9,35
"531","210922 CU @ WA St 0-3s2","CU","WA St","CU 21","FALSE","FALSE",5,1,8,1,3,23,7,15,33
"532","210922 CU @ WA St 0-3s2","WA St","CU","21","TRUE","TRUE",5,1,8,1,3,23,7,15,33
"533","210922 CU @ WA St 0-3s3","CU","WA St","CU 21","FALSE","FALSE",4,1,0,0,5,30,6,5,41
"534","210922 CU @ WA St 0-3s3","WA St","CU","21","TRUE","TRUE",4,1,0,0,5,30,6,5,41
"535","210924 CU vs UT 3-0s1","CU","UT","CU 21","TRUE","TRUE",3,0,7,0,1,25,4,10,30
"536","210924 CU vs UT 3-0s1","UT","CU","21","FALSE","FALSE",3,0,7,0,1,25,4,10,30
"537","210924 CU vs UT 3-0s2","CU","UT","CU 21","TRUE","TRUE",3,0,7,0,1,28,3,10,32
"538","210924 CU vs UT 3-0s2","UT","CU","21","FALSE","FALSE",3,0,7,0,1,28,3,10,32
"539","210924 CU vs UT 3-0s3","CU","UT","CU 21","TRUE","TRUE",6,0,5,1,3,30,3,12,36
"540","210924 CU vs UT 3-0s3","UT","CU","21","FALSE","FALSE",6,0,5,1,3,30,3,12,36
"541","211001 CU vs OR 1-3s1","CU","OR","CU 21","FALSE","TRUE",3,0,9,0,2,30,4,12,36
"542","211001 CU vs OR 1-3s1","OR","CU","21","TRUE","FALSE",3,0,9,0,2,30,4,12,36
"543","211001 CU vs OR 1-3s2","CU","OR","CU 21","FALSE","FALSE",2,1,7,0,1,25,5,10,31
"544","211001 CU vs OR 1-3s2","OR","CU","21","TRUE","TRUE",2,1,7,0,1,25,5,10,31
"545","211001 CU vs OR 1-3s3","CU","OR","CU 21","FALSE","FALSE",2,1,10,0,0,30,5,13,35
"546","211001 CU vs OR 1-3s3","OR","CU","21","TRUE","TRUE",2,1,10,0,0,30,5,13,35
"547","211001 CU vs OR 1-3s4","CU","OR","CU 21","FALSE","FALSE",2,1,6,0,1,29,8,9,38
"548","211001 CU vs OR 1-3s4","OR","CU","21","TRUE","TRUE",2,1,6,0,1,29,8,9,38
"549","211003 CU vs OR St 3-0s1","CU","OR St","CU 21","TRUE","TRUE",2,0,5,1,0,29,3,8,32
"550","211003 CU vs OR St 3-0s1","OR St","CU","21","FALSE","FALSE",2,0,5,1,0,29,3,8,32
"551","211003 CU vs OR St 3-0s2","CU","OR St","CU 21","TRUE","TRUE",4,0,8,0,4,26,5,12,35
"552","211003 CU vs OR St 3-0s2","OR St","CU","21","FALSE","FALSE",4,0,8,0,4,26,5,12,35
"553","211003 CU vs OR St 3-0s3","CU","OR St","CU 21","TRUE","TRUE",8,2,9,0,3,19,3,19,25
"554","211003 CU vs OR St 3-0s3","OR St","CU","21","FALSE","FALSE",8,2,9,0,3,19,3,19,25
"555","211008 CU @ UCLA 0-3s1","CU","UCLA","CU 21","FALSE","FALSE",3,1,3,0,2,32,3,7,37
"556","211008 CU @ UCLA 0-3s1","UCLA","CU","21","TRUE","TRUE",3,1,3,0,2,32,3,7,37
"557","211008 CU @ UCLA 0-3s2","CU","UCLA","CU 21","FALSE","FALSE",9,0,2,0,3,21,5,11,29
"558","211008 CU @ UCLA 0-3s2","UCLA","CU","21","TRUE","TRUE",9,0,2,0,3,21,5,11,29
"559","211008 CU @ UCLA 0-3s3","CU","UCLA","CU 21","FALSE","FALSE",3,0,6,0,1,24,5,9,30
"560","211008 CU @ UCLA 0-3s3","UCLA","CU","21","TRUE","TRUE",3,0,6,0,1,24,5,9,30
"561","211010 CU @ USC 1-3s1","CU","USC","CU 21","FALSE","FALSE",2,0,5,1,7,27,2,8,36
"562","211010 CU @ USC 1-3s1","USC","CU","21","TRUE","TRUE",2,0,5,1,7,27,2,8,36
"563","211010 CU @ USC 1-3s2","CU","USC","CU 21","FALSE","FALSE",8,0,8,1,4,28,3,17,35
"564","211010 CU @ USC 1-3s2","USC","CU","21","TRUE","TRUE",8,0,8,1,4,28,3,17,35
"565","211010 CU @ USC 1-3s3","CU","USC","CU 21","FALSE","TRUE",5,3,8,0,0,26,3,16,29
"566","211010 CU @ USC 1-3s3","USC","CU","21","TRUE","FALSE",5,3,8,0,0,26,3,16,29
"567","211010 CU @ USC 1-3s4","CU","USC","CU 21","FALSE","FALSE",3,1,6,1,3,30,4,11,37
"568","211010 CU @ USC 1-3s4","USC","CU","21","TRUE","TRUE",3,1,6,1,3,30,4,11,37
"569","211015 CU @ Cal 3-0s1","CU","Cal","CU 21","TRUE","TRUE",2,1,9,2,5,21,4,14,30
"570","211015 CU @ Cal 3-0s1","Cal","CU","21","FALSE","FALSE",2,1,9,2,5,21,4,14,30
"571","211015 CU @ Cal 3-0s2","CU","Cal","CU 21","TRUE","TRUE",5,0,4,1,2,21,8,10,31
"572","211015 CU @ Cal 3-0s2","Cal","CU","21","FALSE","FALSE",5,0,4,1,2,21,8,10,31
"573","211015 CU @ Cal 3-0s3","CU","Cal","CU 21","TRUE","TRUE",2,0,6,0,4,19,5,8,28
"574","211015 CU @ Cal 3-0s3","Cal","CU","21","FALSE","FALSE",2,0,6,0,4,19,5,8,28
"575","211017 CU @ Stan 0-3s1","CU","Stan","CU 21","FALSE","FALSE",5,0,3,0,2,28,6,8,36
"576","211017 CU @ Stan 0-3s1","Stan","CU","21","TRUE","TRUE",5,0,3,0,2,28,6,8,36
"577","211017 CU @ Stan 0-3s2","CU","Stan","CU 21","FALSE","FALSE",4,1,4,0,3,23,6,9,32
"578","211017 CU @ Stan 0-3s2","Stan","CU","21","TRUE","TRUE",4,1,4,0,3,23,6,9,32
"579","211017 CU @ Stan 0-3s3","CU","Stan","CU 21","FALSE","FALSE",4,0,3,0,6,26,3,7,35
"580","211017 CU @ Stan 0-3s3","Stan","CU","21","TRUE","TRUE",4,0,3,0,6,26,3,7,35
"581","211022 CU vs AZ 1-3s1","AZ","CU","21","TRUE","FALSE",2,0,9,0,2,32,3,11,37
"582","211022 CU vs AZ 1-3s1","CU","AZ","CU 21","FALSE","TRUE",2,0,9,0,2,32,3,11,37
"583","211022 CU vs AZ 1-3s2","AZ","CU","21","TRUE","TRUE",3,2,6,0,1,25,4,11,30
"584","211022 CU vs AZ 1-3s2","CU","AZ","CU 21","FALSE","FALSE",3,2,6,0,1,25,4,11,30
"585","211022 CU vs AZ 1-3s3","AZ","CU","21","TRUE","TRUE",2,0,15,0,6,43,6,17,55
"586","211022 CU vs AZ 1-3s3","CU","AZ","CU 21","FALSE","FALSE",2,0,15,0,6,43,6,17,55
"587","211022 CU vs AZ 1-3s4","AZ","CU","21","TRUE","TRUE",5,0,8,1,2,29,1,14,32
"588","211022 CU vs AZ 1-3s4","CU","AZ","CU 21","FALSE","FALSE",5,0,8,1,2,29,1,14,32
"589","211024 CU vs AZ St 1-3s1","AZ St","CU","21","TRUE","TRUE",7,0,6,1,3,28,3,14,34
"590","211024 CU vs AZ St 1-3s1","CU","AZ St","CU 21","FALSE","FALSE",7,0,6,1,3,28,3,14,34
"591","211024 CU vs AZ St 1-3s2","AZ St","CU","21","TRUE","FALSE",4,0,7,0,3,41,7,11,51
"592","211024 CU vs AZ St 1-3s2","CU","AZ St","CU 21","FALSE","TRUE",4,0,7,0,3,41,7,11,51
"593","211024 CU vs AZ St 1-3s3","AZ St","CU","21","TRUE","TRUE",2,0,8,0,1,26,4,10,31
"594","211024 CU vs AZ St 1-3s3","CU","AZ St","CU 21","FALSE","FALSE",2,0,8,0,1,26,4,10,31
"595","211024 CU vs AZ St 1-3s4","AZ St","CU","21","TRUE","TRUE",3,0,9,0,2,26,6,12,34
"596","211024 CU vs AZ St 1-3s4","CU","AZ St","CU 21","FALSE","FALSE",3,0,9,0,2,26,6,12,34
"597","211029 CU @ OR St 3-1s1","CU","OR St","CU 21","TRUE","FALSE",4,0,6,1,1,31,4,11,36
"598","211029 CU @ OR St 3-1s1","OR St","CU","21","FALSE","TRUE",4,0,6,1,1,31,4,11,36
"599","211029 CU @ OR St 3-1s2","CU","OR St","CU 21","TRUE","TRUE",4,2,8,0,5,20,4,14,29
"600","211029 CU @ OR St 3-1s2","OR St","CU","21","FALSE","FALSE",4,2,8,0,5,20,4,14,29
"601","211029 CU @ OR St 3-1s3","CU","OR St","CU 21","TRUE","TRUE",3,1,5,1,5,29,6,10,40
"602","211029 CU @ OR St 3-1s3","OR St","CU","21","FALSE","FALSE",3,1,5,1,5,29,6,10,40
"603","211029 CU @ OR St 3-1s4","CU","OR St","CU 21","TRUE","TRUE",4,0,8,0,1,24,7,12,32
"604","211029 CU @ OR St 3-1s4","OR St","CU","21","FALSE","FALSE",4,0,8,0,1,24,7,12,32
"605","211031 CU @ OR 2-3s1","CU","OR","CU 21","FALSE","TRUE",2,0,7,0,5,28,3,9,36
"606","211031 CU @ OR 2-3s1","OR","CU","21","TRUE","FALSE",2,0,7,0,5,28,3,9,36
"607","211031 CU @ OR 2-3s2","CU","OR","CU 21","FALSE","FALSE",6,1,6,0,0,29,5,13,34
"608","211031 CU @ OR 2-3s2","OR","CU","21","TRUE","TRUE",6,1,6,0,0,29,5,13,34
"609","211031 CU @ OR 2-3s3","CU","OR","CU 21","FALSE","TRUE",4,0,12,0,1,22,3,16,26
"610","211031 CU @ OR 2-3s3","OR","CU","21","TRUE","FALSE",4,0,12,0,1,22,3,16,26
"611","211031 CU @ OR 2-3s4","CU","OR","CU 21","FALSE","FALSE",4,0,3,0,5,26,3,7,34
"612","211031 CU @ OR 2-3s4","OR","CU","21","TRUE","TRUE",4,0,3,0,5,26,3,7,34
"613","211031 CU @ OR 2-3s5","CU","OR","CU 21","FALSE","FALSE",3,0,5,0,1,24,3,8,28
"614","211031 CU @ OR 2-3s5","OR","CU","21","TRUE","TRUE",3,0,5,0,1,24,3,8,28
"615","211105 CU vs USC 3-1s1","CU","USC","CU 21","TRUE","TRUE",4,0,7,0,5,26,6,11,37
"616","211105 CU vs USC 3-1s1","USC","CU","21","FALSE","FALSE",4,0,7,0,5,26,6,11,37
"617","211105 CU vs USC 3-1s2","CU","USC","CU 21","TRUE","FALSE",6,1,4,0,2,28,2,11,32
"618","211105 CU vs USC 3-1s2","USC","CU","21","FALSE","TRUE",6,1,4,0,2,28,2,11,32
"619","211105 CU vs USC 3-1s3","CU","USC","CU 21","TRUE","TRUE",2,0,6,0,2,21,7,8,30
"620","211105 CU vs USC 3-1s3","USC","CU","21","FALSE","FALSE",2,0,6,0,2,21,7,8,30
"621","211105 CU vs USC 3-1s4","CU","USC","CU 21","TRUE","TRUE",6,0,7,0,4,24,4,13,32
"622","211105 CU vs USC 3-1s4","USC","CU","21","FALSE","FALSE",6,0,7,0,4,24,4,13,32
"623","211107 CU vs UCLA 0-3s1","CU","UCLA","CU 21","FALSE","FALSE",3,0,4,0,1,34,3,7,38
"624","211107 CU vs UCLA 0-3s1","UCLA","CU","21","TRUE","TRUE",3,0,4,0,1,34,3,7,38
"625","211107 CU vs UCLA 0-3s2","CU","UCLA","CU 21","FALSE","FALSE",1,2,6,0,4,29,1,9,34
"626","211107 CU vs UCLA 0-3s2","UCLA","CU","21","TRUE","TRUE",1,2,6,0,4,29,1,9,34
"627","211107 CU vs UCLA 0-3s3","CU","UCLA","CU 21","FALSE","FALSE",4,1,8,0,4,24,3,13,31
"628","211107 CU vs UCLA 0-3s3","UCLA","CU","21","TRUE","TRUE",4,1,8,0,4,24,3,13,31
"629","211112 CU @ AZ St 1-3s1","AZ St","CU","21","TRUE","TRUE",4,0,7,2,4,22,2,13,28
"630","211112 CU @ AZ St 1-3s1","CU","AZ St","CU 21","FALSE","FALSE",4,0,7,2,4,22,2,13,28
"631","211112 CU @ AZ St 1-3s2","AZ St","CU","21","TRUE","FALSE",2,1,3,0,2,29,8,6,39
"632","211112 CU @ AZ St 1-3s2","CU","AZ St","CU 21","FALSE","TRUE",2,1,3,0,2,29,8,6,39
"633","211112 CU @ AZ St 1-3s3","AZ St","CU","21","TRUE","TRUE",8,0,4,0,1,33,1,12,35
"634","211112 CU @ AZ St 1-3s3","CU","AZ St","CU 21","FALSE","FALSE",8,0,4,0,1,33,1,12,35
"635","211112 CU @ AZ St 1-3s4","AZ St","CU","21","TRUE","TRUE",7,3,5,0,4,26,7,15,37
"636","211112 CU @ AZ St 1-3s4","CU","AZ St","CU 21","FALSE","FALSE",7,3,5,0,4,26,7,15,37
"637","211114 CU @ AZ 1-3s1","AZ","CU","21","TRUE","TRUE",5,0,3,0,7,26,1,8,34
"638","211114 CU @ AZ 1-3s1","CU","AZ","CU 21","FALSE","FALSE",5,0,3,0,7,26,1,8,34
"639","211114 CU @ AZ 1-3s2","AZ","CU","21","TRUE","FALSE",4,1,8,0,2,26,3,13,31
"640","211114 CU @ AZ 1-3s2","CU","AZ","CU 21","FALSE","TRUE",4,1,8,0,2,26,3,13,31
"641","211114 CU @ AZ 1-3s3","AZ","CU","21","TRUE","TRUE",0,2,7,0,3,23,7,9,33
"642","211114 CU @ AZ 1-3s3","CU","AZ","CU 21","FALSE","FALSE",0,2,7,0,3,23,7,9,33
"643","211114 CU @ AZ 1-3s4","AZ","CU","21","TRUE","TRUE",6,0,5,0,6,38,7,11,51
"644","211114 CU @ AZ 1-3s4","CU","AZ","CU 21","FALSE","FALSE",6,0,5,0,6,38,7,11,51
"645","211118 CU vs Stan 1-3s1","CU","Stan","CU 21","FALSE","FALSE",5,0,10,0,0,26,7,15,33
"646","211118 CU vs Stan 1-3s1","Stan","CU","21","TRUE","TRUE",5,0,10,0,0,26,7,15,33
"647","211118 CU vs Stan 1-3s2","CU","Stan","CU 21","FALSE","FALSE",5,0,6,0,1,27,2,11,30
"648","211118 CU vs Stan 1-3s2","Stan","CU","21","TRUE","TRUE",5,0,6,0,1,27,2,11,30
"649","211118 CU vs Stan 1-3s3","CU","Stan","CU 21","FALSE","TRUE",3,0,5,0,1,34,7,8,42
"650","211118 CU vs Stan 1-3s3","Stan","CU","21","TRUE","FALSE",3,0,5,0,1,34,7,8,42
"651","211118 CU vs Stan 1-3s4","CU","Stan","CU 21","FALSE","FALSE",2,0,5,0,4,32,3,7,39
"652","211118 CU vs Stan 1-3s4","Stan","CU","21","TRUE","TRUE",2,0,5,0,4,32,3,7,39
"653","211121 CU vs Cal 3-0s1","CU","Cal","CU 21","TRUE","TRUE",1,2,3,1,4,28,3,7,35
"654","211121 CU vs Cal 3-0s1","Cal","CU","21","FALSE","FALSE",1,2,3,1,4,28,3,7,35
"655","211121 CU vs Cal 3-0s2","CU","Cal","CU 21","TRUE","TRUE",2,1,5,0,1,30,7,8,38
"656","211121 CU vs Cal 3-0s2","Cal","CU","21","FALSE","FALSE",2,1,5,0,1,30,7,8,38
"657","211121 CU vs Cal 3-0s3","CU","Cal","CU 21","TRUE","TRUE",2,0,9,1,3,25,8,12,36
"658","211121 CU vs Cal 3-0s3","Cal","CU","21","FALSE","FALSE",2,0,9,1,3,25,8,12,36
"659","211124 CU vs WA 1-3s1","CU","WA","CU 21","FALSE","FALSE",3,0,10,0,4,23,2,13,29
"660","211124 CU vs WA 1-3s1","WA","CU","21","TRUE","TRUE",3,0,10,0,4,23,2,13,29
